,state,account length,area code,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
321,WY,114,415,0,1,32,79,21.28,105,15.11,89,10.46,3,3.48,1,0
322,VA,104,408,0,0,0,107,23.58,113,21.84,74,10.57,3,2.7,0,0
323,OR,148,415,0,0,0,134,14.67,92,20.96,91,11.32,4,3.05,1,0
324,VA,129,408,0,0,0,91,35.19,121,13.17,112,11.03,5,3.62,3,0
325,ME,100,510,0,1,30,104,10.0,107,18.66,118,6.85,3,1.92,0,0
326,AL,121,408,0,1,35,95,11.68,69,17.78,42,8.88,4,3.08,1,0
327,GA,143,408,0,1,33,109,40.66,112,20.02,95,7.03,4,2.57,1,0
328,IA,76,510,0,0,0,130,33.71,86,18.45,96,8.48,3,3.38,0,0
329,AZ,158,510,0,0,0,97,34.88,77,20.45,108,3.59,12,3.89,0,0
330,FL,116,510,0,0,0,98,32.66,135,26.6,94,5.86,2,2.13,3,0
331,MT,54,415,0,0,0,83,46.34,74,21.14,111,8.88,2,2.57,1,1
332,AL,86,415,0,0,0,121,21.81,93,16.75,152,6.23,5,3.29,7,1
333,DE,108,510,0,0,0,99,28.83,87,22.45,78,9.28,4,2.51,0,0
334,MT,66,510,0,0,0,95,34.22,66,12.99,101,10.49,4,2.03,1,0
335,KY,151,408,0,1,17,97,36.5,90,11.77,44,7.61,4,2.32,1,0
336,SC,99,510,0,0,0,70,28.76,77,23.08,104,7.66,2,2.86,0,0
337,WA,55,415,0,0,0,121,33.0,110,15.01,136,13.63,7,1.89,2,0
338,OR,77,510,0,0,0,104,39.75,94,22.65,104,9.57,3,2.05,2,0
339,AK,78,408,0,0,0,67,38.27,127,16.93,102,7.9,2,3.94,0,0
340,GA,89,415,0,0,0,63,36.21,71,15.01,126,11.82,1,2.46,1,1
341,MN,101,415,0,0,0,115,31.26,101,21.75,145,12.38,11,2.92,1,0
342,IL,44,415,0,1,34,105,37.71,85,13.74,62,10.25,7,3.78,0,0
343,IN,98,408,0,1,21,98,10.98,86,14.97,84,11.02,0,0.0,2,0
344,SC,64,510,0,1,37,92,26.28,103,7.09,99,7.47,3,3.59,1,0
345,VA,141,415,0,0,0,131,44.23,120,15.23,119,6.08,8,1.94,3,0
346,WI,81,415,0,1,33,117,27.47,90,10.46,101,11.76,5,3.29,1,0
347,VT,162,510,0,0,0,117,37.5,121,13.19,89,8.4,11,2.84,1,0
348,AZ,83,415,0,1,41,122,26.5,107,13.8,105,5.74,5,3.54,3,0
349,FL,100,510,0,0,0,63,18.19,67,8.98,74,10.94,3,3.46,4,1
350,AK,59,510,0,0,0,104,31.03,95,17.4,100,10.35,8,3.05,4,0
351,AR,179,415,1,1,38,78,37.42,71,19.92,85,10.68,4,2.73,4,0
352,AR,79,408,0,0,0,112,25.87,132,15.06,87,4.34,3,1.43,1,0
353,AK,117,415,0,0,0,95,30.86,88,17.43,82,9.18,9,3.97,2,0
354,MS,64,408,1,0,0,77,40.15,85,18.58,97,8.73,2,3.56,2,1
355,ME,31,415,0,0,0,105,28.24,93,6.74,98,9.62,2,3.43,1,0
356,CA,124,408,1,0,0,89,41.58,80,16.05,114,9.27,4,3.05,1,0
357,NM,122,408,0,1,23,85,22.81,132,19.32,96,5.51,2,2.3,2,0
358,NE,37,408,1,1,39,122,25.45,75,17.94,90,5.14,4,2.48,1,0
359,SC,90,408,0,1,29,109,25.52,103,22.5,97,8.03,4,1.57,1,0
360,CO,159,408,1,0,0,53,43.71,127,26.54,82,8.24,6,2.38,1,1
361,DE,148,415,0,0,0,83,21.15,81,15.27,99,11.39,6,3.05,0,0
362,OH,39,415,0,1,36,121,24.09,113,19.75,131,9.99,5,3.24,1,0
363,MS,77,408,0,0,0,87,39.1,138,8.77,136,13.93,3,3.05,2,0
364,OK,194,408,0,0,0,88,27.59,118,18.16,81,8.64,2,2.94,0,0
365,CO,154,415,0,0,0,75,59.64,94,18.4,100,11.43,9,2.73,1,1
366,NC,112,415,0,0,0,96,32.86,123,22.45,115,5.79,3,2.46,4,0
367,MD,45,415,0,0,0,127,13.29,108,21.54,100,11.48,3,4.86,1,0
368,KS,132,415,0,0,0,110,14.18,137,19.74,114,6.6,5,2.05,1,0
369,MA,128,415,0,0,0,99,33.25,120,22.76,76,7.42,2,4.32,0,0
370,NC,135,415,0,0,0,81,34.31,114,19.13,82,9.2,6,2.78,1,0
371,NM,56,408,0,0,0,110,33.49,102,18.94,91,10.14,6,2.86,2,0
372,CA,151,415,1,0,0,57,37.06,88,9.72,95,12.11,1,3.35,0,1
373,NY,32,415,0,0,0,98,28.02,96,19.54,108,7.53,2,4.0,2,0
374,AZ,90,415,0,0,0,77,30.46,99,17.91,58,12.46,6,2.48,2,0
375,SD,87,415,0,1,21,113,36.38,114,15.3,82,6.05,5,2.86,0,0
376,DC,138,415,0,0,0,87,28.99,116,10.05,111,8.46,7,3.02,2,0
377,ND,79,408,0,0,0,123,34.97,108,18.23,106,10.17,18,1.81,1,0
378,MO,95,415,1,0,0,84,28.14,112,24.33,89,8.95,2,3.11,1,1
379,KS,127,415,0,0,0,100,37.57,113,13.66,96,10.49,4,1.84,2,0
380,SD,137,510,0,0,0,118,41.16,93,16.24,50,9.84,2,3.97,3,0
381,OK,97,415,0,0,0,107,25.77,96,13.21,112,10.8,4,3.97,1,0
382,OR,149,415,1,0,0,87,29.95,81,12.33,92,11.23,4,1.54,0,0
383,IN,117,415,1,1,22,82,33.32,82,27.43,120,10.15,5,1.0,1,0
384,OH,84,408,0,0,0,125,27.12,90,21.0,82,8.46,4,1.94,2,0
385,KS,137,415,0,0,0,113,39.13,79,18.73,111,9.21,7,2.89,4,0
386,CT,99,415,0,0,0,64,24.94,99,23.29,98,14.46,1,2.4,3,0
387,NH,54,510,0,0,0,102,35.79,83,17.38,53,5.75,5,2.3,1,0
388,WI,85,415,0,0,0,95,17.34,139,22.97,105,6.67,3,2.89,1,0
389,MS,150,510,0,0,0,99,21.42,73,20.27,100,12.83,6,2.75,3,0
390,WV,43,415,0,0,0,125,28.63,89,20.72,102,9.66,2,3.0,1,0
391,MA,35,415,0,0,0,129,17.95,129,21.95,77,9.59,3,2.35,0,0
392,MD,98,415,0,0,0,92,35.11,152,14.98,115,10.48,5,3.35,5,0
393,PA,112,510,0,0,0,76,36.91,100,17.44,91,8.36,3,2.54,2,0
394,WI,16,510,0,0,0,78,39.03,108,17.48,91,7.48,2,2.92,0,1
395,TN,98,415,0,1,22,89,47.31,143,7.94,42,4.84,5,2.62,0,0
396,TX,84,408,0,0,0,102,23.56,93,16.92,137,9.18,4,2.11,0,0
397,OR,94,415,0,0,0,103,39.85,109,23.74,121,10.54,2,0.54,1,1
398,IL,84,510,0,0,0,129,30.86,112,11.11,118,8.39,4,2.3,1,0
399,DC,66,415,0,0,0,91,28.44,68,19.55,118,8.63,5,2.86,1,1
400,GA,98,415,0,1,31,105,20.57,98,18.61,110,10.2,1,3.24,1,0
401,ID,74,415,0,0,0,124,37.59,94,9.42,112,10.8,3,2.86,0,0
402,UT,96,408,0,1,26,108,24.79,89,16.34,96,7.43,2,2.67,1,0
403,KY,119,510,0,0,0,122,37.88,107,13.87,112,7.23,6,3.02,1,0
404,OH,73,415,0,0,0,80,31.18,115,20.57,100,9.06,3,2.03,4,0
405,WI,92,415,1,0,0,91,44.93,115,13.68,73,8.94,5,2.51,0,0
406,IL,21,415,0,0,0,78,24.82,79,9.32,108,11.13,7,1.84,0,0
407,DE,122,510,0,0,0,134,26.71,122,15.72,59,8.87,5,2.3,4,1
408,RI,133,510,1,0,0,108,21.64,81,21.36,88,6.08,3,2.78,1,0
409,TX,145,415,0,0,0,110,31.94,117,16.75,108,7.52,4,1.3,2,0
410,OR,25,408,0,0,0,90,30.4,72,12.0,99,9.14,5,2.27,2,0
411,NV,64,415,0,0,0,80,16.52,90,15.83,92,8.5,6,2.81,2,0
412,NE,85,415,0,0,0,85,44.17,117,20.6,72,7.6,1,1.46,0,0
413,MS,126,415,0,0,0,112,43.61,90,16.96,122,8.47,5,1.89,3,0
414,OR,76,415,0,0,0,77,28.82,87,10.54,92,9.87,3,2.7,0,0
415,DE,113,415,0,0,0,47,40.75,110,24.05,88,10.73,3,2.35,2,1
416,DE,224,510,1,0,0,99,29.16,103,13.6,102,9.56,2,1.35,1,1
417,AZ,117,408,0,0,0,84,40.78,106,14.86,93,9.43,2,2.65,0,0
418,SD,128,408,0,1,34,73,24.19,79,16.56,81,10.77,6,4.32,1,0
419,NV,115,415,0,0,0,98,31.3,73,27.8,106,9.56,6,2.03,2,0
420,NM,141,415,0,1,28,126,35.17,126,22.47,124,7.73,11,2.51,2,0
421,MN,51,510,0,0,0,114,44.18,94,14.98,112,3.47,1,4.13,1,0
422,NJ,100,415,0,0,0,122,34.65,76,24.06,83,8.88,3,3.38,0,0
423,IN,96,415,0,1,45,124,42.3,77,11.93,102,11.86,2,2.78,3,0
424,DC,112,415,0,1,16,110,37.67,123,11.07,108,9.0,3,3.05,1,0
425,MA,129,510,1,0,0,131,32.79,101,15.77,130,9.23,4,2.94,1,0
426,ME,163,415,0,0,0,129,20.81,108,9.64,97,8.11,7,3.38,1,0
427,NH,67,415,0,1,40,65,17.83,93,18.39,128,9.78,9,2.59,1,0
428,AZ,140,408,0,0,0,91,29.44,106,16.73,128,9.42,5,3.02,3,0
429,OR,49,510,0,0,0,69,20.3,92,23.23,153,9.65,7,3.35,2,0
430,KS,46,510,0,0,0,100,42.55,90,22.15,104,8.78,2,3.59,2,1
431,NE,148,415,0,0,0,98,30.31,110,24.02,98,8.15,4,3.08,1,0
432,MI,112,510,0,0,0,77,41.38,97,15.48,94,11.66,2,3.46,1,0
433,SC,78,415,0,0,0,106,26.35,101,14.9,125,7.0,5,3.19,2,0
434,PA,61,408,0,1,31,101,49.08,102,17.32,49,9.14,3,2.32,0,0
435,MT,58,510,0,1,29,80,40.87,91,10.11,108,7.39,3,3.02,1,0
436,NM,155,415,0,0,0,123,32.35,96,25.61,134,9.66,3,2.16,1,0
437,OH,100,510,0,0,0,76,47.26,74,15.02,126,9.88,4,2.24,0,1
438,WY,113,510,0,0,0,93,26.35,106,28.1,123,8.52,3,3.65,1,0
439,MI,81,415,0,0,0,99,26.1,102,16.8,86,8.93,2,1.7,2,0
440,AR,135,510,0,1,27,141,46.48,99,13.09,112,11.06,6,3.32,1,0
441,FL,99,408,0,0,0,93,26.4,95,22.58,67,6.56,4,3.35,0,0
442,AR,59,510,0,1,29,114,22.63,82,18.8,103,5.92,3,1.84,1,0
443,MO,135,510,0,0,0,129,41.96,121,15.96,109,6.95,5,3.4,1,0
444,WI,85,408,1,0,0,107,28.12,126,16.66,110,15.71,7,2.59,2,0
445,TX,70,510,0,0,0,103,10.12,106,21.86,86,9.37,6,3.0,0,0
446,TX,88,510,0,0,0,116,23.51,138,20.06,110,8.06,4,2.59,3,0
447,NM,55,510,0,0,0,100,48.74,121,11.42,122,8.68,5,1.86,2,0
448,GA,75,415,0,0,0,114,19.94,61,17.09,82,4.86,3,3.29,1,0
449,ID,79,510,0,1,21,79,44.93,118,17.24,92,7.8,3,1.7,4,0
450,AL,85,408,0,0,0,107,21.74,124,23.05,76,9.1,5,3.38,0,0
451,KS,86,408,0,1,23,107,38.34,105,20.94,81,11.06,2,2.65,0,0
452,SD,91,510,0,0,0,115,25.33,105,20.85,94,11.7,3,2.24,0,0
453,LA,149,415,0,1,20,77,33.81,88,23.29,76,8.58,9,3.86,1,0
454,OH,97,408,0,0,0,125,43.59,100,23.28,101,10.02,1,3.0,1,1
455,MA,88,415,0,0,0,124,45.02,112,20.86,115,7.22,2,4.0,1,1
456,AZ,60,415,0,0,0,88,16.69,69,15.34,69,10.06,2,2.51,2,0
457,KY,54,408,0,0,0,99,27.17,64,22.44,70,5.21,7,2.62,2,0
458,DC,11,415,0,1,28,86,32.4,122,18.71,80,8.11,3,1.62,3,0
459,WA,109,415,0,0,0,120,31.28,119,10.23,86,6.92,3,2.97,0,0
460,UT,90,415,0,0,0,128,44.51,104,18.75,91,6.15,5,2.59,1,0
461,RI,115,408,0,0,0,109,25.14,117,19.41,90,13.49,9,2.59,3,0
462,OH,144,415,0,1,18,109,18.09,113,9.19,111,9.38,5,2.73,1,0
463,NV,91,408,0,0,0,75,22.73,87,16.6,89,12.62,2,1.59,0,0
464,ND,105,415,0,1,23,85,32.9,90,18.72,111,12.26,5,2.3,0,0
465,NV,71,415,1,0,0,113,30.29,94,14.26,111,8.19,3,3.67,3,1
466,FL,132,510,0,1,36,103,38.45,125,15.44,102,11.65,5,2.84,3,1
467,MD,112,415,0,0,0,103,28.97,71,17.02,100,11.62,4,3.13,1,0
468,AZ,86,415,0,1,32,163,12.05,121,14.17,105,11.02,5,3.0,3,0
469,AL,41,510,0,1,34,63,33.05,110,21.67,115,7.21,9,4.64,2,0
470,NE,44,415,0,0,0,146,40.85,83,13.99,106,10.83,2,2.86,1,0
471,NV,78,408,0,0,0,116,12.75,87,21.14,83,7.92,6,2.57,3,0
472,IL,149,408,0,0,0,117,11.75,100,11.59,53,8.18,3,1.7,1,0
473,WV,72,510,0,1,33,59,16.42,98,26.81,117,7.35,4,1.67,4,1
474,MI,139,415,0,1,20,101,36.48,132,19.98,132,7.33,12,4.0,0,0
475,AR,74,510,0,0,0,111,25.25,42,12.45,83,13.01,6,2.67,3,0
476,UT,50,510,0,0,0,106,43.88,106,13.72,110,10.13,5,3.16,1,0
477,GA,141,510,0,1,23,112,25.45,118,13.81,115,9.91,2,2.05,3,0
478,AZ,140,408,0,0,0,134,25.47,98,13.97,124,13.26,2,2.19,1,0
479,ID,99,408,0,0,0,102,32.37,107,13.44,92,12.22,4,3.02,2,0
480,HI,166,408,0,0,0,108,30.84,54,21.57,94,5.05,6,3.13,1,0
481,NV,124,408,0,0,0,123,25.69,104,15.93,93,11.49,3,1.43,1,0
482,MD,74,415,0,0,0,116,26.47,63,14.76,97,11.58,4,2.19,0,0
483,GA,117,510,0,0,0,95,25.48,110,21.77,92,9.57,13,3.59,2,0
484,GA,85,510,0,0,0,132,37.79,101,19.68,75,10.06,2,2.97,3,0
485,UT,36,415,0,1,16,111,25.4,113,11.2,87,5.97,2,1.81,0,0
486,MA,102,510,1,0,0,103,39.75,131,18.84,106,6.61,3,3.46,0,0
487,IN,76,415,0,0,0,100,34.71,139,24.87,105,10.99,2,2.84,0,0
488,VT,165,510,0,0,0,126,41.29,65,17.83,126,10.28,0,0.0,1,0
489,IA,130,415,0,0,0,119,25.57,99,19.59,76,8.38,4,3.32,1,0
490,IN,78,415,0,0,0,119,35.51,132,21.45,120,12.61,7,3.46,0,0
491,AL,55,415,1,0,0,91,32.62,110,21.77,101,9.17,6,3.86,1,1
492,ME,92,415,1,0,0,113,22.22,122,22.15,98,10.99,2,2.54,2,1
493,RI,129,415,0,1,33,104,20.33,88,23.69,175,11.85,2,1.59,2,0
494,MD,18,408,0,0,0,93,46.51,116,9.74,120,11.28,4,2.21,1,0
495,FL,161,415,1,0,0,114,26.54,63,15.33,115,8.08,9,3.0,2,0
496,CA,93,415,0,1,36,134,30.38,102,15.18,82,5.71,4,2.16,2,0
497,AL,144,415,0,0,0,93,30.18,75,24.43,118,8.12,3,3.21,2,0
498,ME,75,408,1,0,0,61,35.92,119,8.98,63,7.92,4,2.62,4,1
499,WV,95,415,0,0,0,91,29.78,109,20.77,95,3.41,2,2.03,1,0
500,SD,126,415,0,1,23,102,19.43,103,16.18,111,10.82,7,3.4,3,0
501,FL,124,415,0,1,28,104,42.74,89,19.13,121,11.34,5,2.03,1,0
502,MI,93,415,1,0,0,61,36.87,120,17.63,110,9.98,5,4.73,1,1
503,MI,109,415,1,1,26,138,36.92,111,12.37,76,12.63,3,2.51,0,0
504,NM,80,510,0,0,0,97,35.07,98,13.17,82,11.86,12,3.35,0,0
505,AK,41,415,0,0,0,66,27.08,75,10.7,76,11.79,5,3.0,1,0
506,OH,136,415,0,1,31,88,24.33,65,20.11,120,10.25,5,3.08,2,0
507,MO,92,415,0,0,0,122,26.18,88,28.03,117,12.96,2,1.51,3,1
508,KS,143,408,0,1,24,69,31.72,116,18.87,138,10.57,5,3.13,1,0
509,MS,118,415,0,1,26,114,29.04,125,16.96,98,7.64,5,2.59,5,1
510,VT,193,408,0,1,17,102,21.08,81,17.25,129,9.23,3,3.32,1,0
511,NE,73,415,0,0,0,94,33.71,101,23.74,87,6.58,8,4.0,3,0
512,VA,62,408,0,0,0,101,29.38,97,17.41,90,10.84,8,2.46,2,0
513,DE,30,415,0,1,30,74,36.96,86,18.17,104,10.22,3,1.78,0,0
514,AL,60,408,1,1,29,113,45.2,94,18.34,82,4.86,12,3.78,0,1
515,ID,148,510,0,1,14,137,15.91,72,16.47,84,6.52,5,4.73,1,0
516,MS,96,510,0,0,0,100,16.69,88,26.11,120,8.21,1,2.05,2,0
517,OK,52,408,0,0,0,68,36.5,138,13.48,114,5.55,4,2.54,2,0
518,NM,87,415,0,0,0,92,28.59,100,19.1,99,7.63,3,3.48,1,0
519,WI,41,408,0,0,0,97,34.49,104,13.07,92,5.11,3,2.43,3,0
520,WV,112,415,0,0,0,108,44.44,102,13.13,90,5.89,2,3.13,1,0
521,SC,88,510,0,0,0,86,12.46,82,13.72,76,10.78,3,2.21,4,1
522,KY,122,408,0,1,27,84,43.13,109,19.48,123,8.57,5,2.48,7,0
523,MO,61,408,0,0,0,108,7.65,74,12.86,94,6.88,6,2.65,2,0
524,IL,87,510,0,0,0,105,39.32,108,14.59,136,3.05,6,3.51,1,0
525,OK,176,408,0,0,0,125,8.06,90,14.26,107,7.34,8,2.84,2,0
526,MI,30,510,0,0,0,88,38.66,100,15.51,134,8.63,3,3.38,0,0
527,NJ,95,415,0,1,22,126,6.95,90,11.34,91,11.89,7,3.21,0,0
528,ID,46,415,0,0,0,133,21.22,143,13.37,72,8.97,4,2.32,2,0
529,DC,100,510,1,0,0,110,11.65,115,28.65,99,9.23,9,3.27,0,0
530,NY,47,415,0,1,37,77,27.8,102,17.26,87,10.44,4,2.11,2,0
531,AL,77,415,0,0,0,112,27.71,89,18.62,66,10.5,3,1.81,2,0
532,OR,98,415,0,1,38,61,36.33,104,21.51,73,9.35,5,2.89,2,0
533,OK,125,415,0,1,36,117,34.22,78,3.59,104,5.66,3,1.46,1,0
534,LA,67,510,0,0,0,97,52.77,123,5.65,99,11.09,10,2.48,4,0
535,NE,194,408,0,0,0,101,8.23,138,23.89,87,9.83,1,4.91,1,0
536,TX,128,415,0,1,40,88,29.1,109,12.38,93,8.86,6,3.78,1,0
537,UT,190,415,0,1,22,93,28.31,92,15.56,102,5.44,3,2.3,0,0
538,OR,165,415,0,0,0,126,36.82,104,16.22,123,10.11,8,3.35,0,0
539,NY,59,408,0,0,0,113,18.33,125,18.41,92,9.79,3,2.67,2,0
540,AL,47,408,0,1,28,94,24.02,108,14.28,84,5.11,2,2.11,1,0
541,RI,150,415,0,1,29,77,35.68,52,13.43,113,6.39,1,1.78,0,0
542,MN,152,415,1,1,20,120,40.38,94,21.54,80,11.93,3,3.83,9,1
543,NC,26,415,0,0,0,109,39.87,129,18.4,94,8.62,6,0.95,3,0
544,MD,79,510,0,1,31,90,17.53,135,20.66,92,3.44,8,3.29,3,0
545,RI,95,510,0,1,27,106,22.02,90,21.16,115,12.06,3,3.21,1,0
546,WI,69,510,1,0,0,90,47.57,91,21.14,118,7.69,10,2.27,2,1
547,VT,95,510,1,1,41,91,23.26,61,17.07,67,6.02,9,2.78,5,1
548,CT,31,415,0,1,31,54,17.02,97,20.94,131,11.48,3,1.59,0,0
549,OK,121,408,0,1,31,63,40.31,117,17.48,85,8.85,5,2.73,4,0
550,AK,111,415,0,0,0,58,29.38,108,15.56,104,7.15,3,2.13,4,1
551,NY,157,415,0,0,0,111,38.17,99,17.06,118,5.25,2,3.11,2,0
552,GA,44,510,0,0,0,112,48.98,92,21.93,90,8.66,4,2.75,3,1
553,UT,61,510,1,0,0,103,13.29,149,16.65,100,4.86,6,2.73,2,0
554,NM,65,415,0,0,0,80,25.28,94,22.02,107,6.73,6,3.43,2,0
555,NE,74,415,0,1,25,84,33.08,103,10.19,75,7.9,2,3.54,2,0
556,NJ,123,408,0,0,0,77,27.12,92,25.82,120,10.21,4,3.24,0,0
557,TX,58,408,0,1,20,110,33.07,89,18.16,92,10.65,2,2.57,1,0
558,MT,74,408,0,0,0,96,29.6,94,21.34,123,11.59,5,2.24,2,1
559,CO,125,415,0,0,0,97,22.41,100,11.62,119,13.87,6,2.08,2,0
560,VT,80,415,0,0,0,103,27.3,109,20.15,88,11.03,1,2.89,1,0
561,RI,53,408,0,1,18,107,24.96,84,26.35,130,8.04,7,1.94,0,0
562,WY,99,408,0,1,28,88,34.12,116,22.46,102,7.77,5,2.46,1,0
563,ID,99,415,0,0,0,106,24.75,106,8.36,83,10.39,5,2.94,1,0
564,CT,66,415,0,1,29,104,39.0,84,21.88,119,10.42,1,2.16,2,0
565,ME,97,510,0,0,0,76,35.87,100,16.07,102,5.54,4,1.27,3,0
566,AZ,75,510,0,1,37,97,20.66,110,23.07,97,11.19,5,3.05,2,0
567,MD,85,510,1,0,0,73,36.72,117,16.0,98,6.62,7,0.97,2,0
568,IN,108,510,0,0,0,88,49.81,101,13.65,87,6.48,6,2.7,2,0
569,NC,133,408,1,1,32,137,37.59,99,22.52,108,7.6,4,4.16,2,1
570,DE,51,510,0,0,0,108,30.86,87,16.74,119,8.42,2,2.78,1,0
571,MN,186,415,0,1,26,107,12.63,116,15.07,90,13.33,3,3.92,2,0
572,WI,44,415,1,0,0,92,10.59,82,23.38,108,6.24,3,2.92,1,0
573,FL,64,408,0,1,31,88,38.86,109,21.12,124,7.52,1,2.43,3,0
574,WV,44,510,0,0,0,121,38.78,79,23.5,77,12.59,5,2.67,2,1
575,SD,114,415,0,1,36,90,52.68,89,17.03,105,8.26,2,3.83,1,0
576,FL,92,415,0,0,0,74,34.32,119,19.28,80,9.79,6,3.7,3,0
577,OR,110,408,0,0,0,112,25.47,93,15.3,119,6.3,4,3.16,2,0
578,CO,90,408,0,1,30,76,31.25,95,19.52,124,6.48,3,2.08,1,0
579,CT,72,408,0,1,21,108,31.74,86,28.48,119,8.42,4,4.46,1,0
580,IN,113,415,0,0,0,151,35.6,113,29.52,116,11.07,2,2.0,1,1
581,PA,171,415,0,1,25,77,37.94,118,15.57,90,6.79,3,2.75,3,0
582,NM,104,415,0,0,0,109,27.91,90,13.21,117,7.6,8,2.89,1,0
583,ME,165,408,0,0,0,75,25.59,93,16.41,93,14.02,2,2.78,1,0
584,SD,104,510,0,0,0,128,39.81,92,24.91,79,8.28,6,2.65,0,1
585,AR,110,408,0,0,0,102,9.4,124,14.0,108,9.03,5,2.75,1,0
586,TX,90,408,1,0,0,97,37.71,134,17.32,154,9.71,4,2.27,1,0
587,NH,114,415,0,0,0,85,28.83,86,5.01,124,8.07,8,2.0,1,0
588,OK,101,408,0,0,0,118,15.25,79,22.11,93,7.65,11,3.65,5,1
589,WI,117,408,0,1,14,81,13.63,103,18.62,102,5.52,2,2.32,1,0
590,AL,109,408,0,0,0,105,37.21,87,25.49,110,7.14,4,3.05,2,0
591,PA,82,408,0,0,0,96,21.37,137,17.65,103,8.24,2,3.48,1,0
592,OK,92,510,0,0,0,85,29.97,125,7.94,107,9.32,1,2.59,2,0
593,ME,82,510,0,1,29,111,35.22,137,21.6,92,7.62,5,2.57,2,0
594,WV,90,415,0,0,0,138,34.97,83,13.76,104,12.14,6,3.38,2,0
595,HI,87,408,0,1,28,95,25.74,97,12.95,109,11.25,0,0.0,1,0
596,MN,124,510,0,0,0,70,26.78,79,11.11,98,8.7,4,2.59,3,0
597,NY,39,408,0,0,0,68,27.27,103,8.72,106,10.59,5,2.46,2,0
598,AZ,84,415,0,0,0,80,27.03,128,14.27,101,7.54,5,3.32,1,0
599,OH,75,510,0,1,46,62,36.4,111,17.08,126,11.11,6,2.48,0,0
600,MI,102,510,0,0,0,89,17.44,77,20.91,140,7.67,4,2.46,2,0
601,MA,62,415,1,0,0,86,27.15,76,16.79,105,5.47,6,3.75,0,1
602,WV,143,510,0,0,0,109,34.48,104,14.09,71,6.48,4,1.24,1,0
603,MI,53,415,0,0,0,95,9.78,131,22.57,128,10.99,6,3.13,3,0
604,NM,30,415,0,0,0,144,28.88,118,19.14,93,7.64,7,3.08,1,0
605,MO,112,415,0,0,0,77,57.04,109,18.06,132,11.93,8,3.43,2,1
606,RI,129,415,0,0,0,119,23.72,105,24.59,97,5.82,8,3.54,0,0
607,NC,63,415,0,1,29,107,24.19,56,10.09,91,10.8,8,1.78,1,0
608,WY,28,415,0,0,0,94,31.93,86,21.13,124,9.4,5,2.86,0,0
609,WY,111,415,0,0,0,55,24.85,83,22.23,116,7.34,3,2.35,3,0
610,PA,91,510,0,0,0,120,39.41,106,12.8,129,12.11,7,3.13,3,0
611,KY,90,415,0,0,0,83,32.93,79,13.11,60,13.46,3,3.43,1,0
612,OR,151,510,0,0,0,108,26.59,118,19.84,141,8.81,6,2.08,4,0
613,NV,105,415,1,1,29,82,37.52,110,18.5,100,8.57,6,3.56,1,1
614,DC,41,408,0,1,37,110,40.77,115,18.86,100,8.51,1,1.97,2,0
615,UT,48,510,0,1,43,111,29.24,64,17.02,96,10.49,5,2.16,1,0
616,WA,166,408,1,1,35,138,21.79,113,23.33,130,13.45,7,2.38,2,0
617,FL,79,510,0,0,0,119,22.13,121,24.73,140,8.77,6,3.78,3,0
618,VA,153,510,0,0,0,107,33.22,96,13.14,97,6.43,6,3.13,1,0
619,KS,110,415,1,0,0,79,49.86,90,16.02,91,12.01,4,3.92,0,1
620,KS,163,415,0,0,0,89,32.52,87,16.48,121,12.08,4,3.46,1,0
621,DC,126,510,0,0,0,88,20.81,111,12.22,106,7.07,3,3.11,1,0
622,ME,105,408,0,1,33,68,35.63,140,12.49,131,5.44,3,2.86,2,0
623,LA,172,415,0,0,0,140,36.67,84,12.44,83,11.91,1,1.92,3,0
624,DC,126,415,0,0,0,110,27.44,125,18.75,78,11.21,2,1.38,0,0
625,TX,97,510,0,0,0,91,24.51,137,19.27,72,6.51,4,3.73,3,0
626,NJ,95,408,1,1,37,109,37.43,99,15.75,82,9.23,2,1.11,0,1
627,DE,87,510,0,0,0,105,43.55,102,13.66,80,11.22,2,2.0,4,0
628,VT,97,415,0,0,0,119,19.16,109,18.5,76,6.84,5,1.76,1,0
629,GA,76,415,0,0,0,125,50.92,92,19.27,134,9.48,4,3.7,0,1
630,TX,140,408,0,0,0,107,33.12,99,14.53,93,10.13,4,3.75,0,0
631,MT,169,415,0,0,0,112,17.14,69,19.55,95,8.71,2,2.57,0,0
632,ND,68,408,0,1,22,97,14.03,94,24.64,114,8.1,4,1.3,3,0
633,NJ,122,415,0,1,34,104,24.89,103,7.62,91,9.9,4,4.21,2,0
634,MO,36,408,0,0,0,129,30.24,87,19.09,102,13.78,6,2.92,2,0
635,CO,120,510,0,1,27,84,26.1,73,16.49,94,11.54,7,2.75,5,0
636,KS,121,408,0,0,0,105,25.62,133,16.77,116,7.61,15,2.48,1,0
637,NC,64,408,0,1,19,106,30.62,92,10.84,118,10.68,3,2.03,0,0
638,MT,13,415,0,1,31,94,45.1,95,12.55,117,11.67,1,3.48,1,0
639,DE,106,415,0,0,0,83,21.86,114,11.39,113,9.48,2,3.08,0,0
640,ND,88,415,0,0,0,92,27.46,108,14.75,95,9.28,4,2.13,2,0
641,VA,74,408,0,0,0,120,28.1,106,16.87,102,9.38,3,2.65,1,0
642,IL,83,415,0,0,0,92,33.15,83,17.89,92,8.13,13,2.97,0,0
643,OK,49,415,0,0,0,79,36.35,93,22.53,128,10.79,7,4.21,0,0
